0	704	190	302	32	32
1	704	894	238	32	32
2	702	16	208	32	32
3	702	48	208	32	32
4	702	112	208	96	32
5	702	176	208	32	32
6	702	208	208	32	32
7	702	272	208	32	32
8	702	240	208	32	32
9	702	336	208	32	32
10	702	304	208	32	32
11	702	400	208	32	32
12	702	368	208	32	32
13	702	432	208	32	32
14	702	208	272	32	32
15	702	240	272	32	32
16	702	528	208	32	32
17	702	560	208	32	32
18	702	656	208	32	32
19	702	688	208	32	32
20	702	784	208	160	32
21	702	880	208	32	32
22	702	912	208	32	32
23	705	753	386	32	96
24	712	272	304	32	160
25	712	432	240	32	32
26	712	656	240	32	32
27	712	880	240	32	32
28	205	394	258	31	63
29	205	797	256	31	63
30	715	407	29	32	32
31	715	448	30	32	32
32	715	488	29	32	32
33	715	530	29	32	32
34	715	566	28	32	32
35	715	607	28	32	32
36	715	645	29	32	32
37	715	683	28	32	32
38	715	722	28	32	32
39	706	828	258	32	128
40	616	411	312	15	31
41	616	539	307	15	31
42	616	670	306	15	31
43	612	25	274	15	31
44	705	785	366	32	96
