0	702	16	48	32	32
1	702	48	48	32	32
2	702	80	48	32	32
3	702	112	48	32	32
4	702	160	48	64	32
5	702	208	48	32	32
6	702	240	48	32	32
7	702	272	48	32	32
8	702	304	48	32	32
9	702	352	48	64	32
10	702	400	48	32	32
11	702	432	48	32	32
12	702	480	48	64	32
13	702	528	48	32	32
14	702	560	48	32	32
15	702	592	48	32	32
16	702	624	48	32	32
17	702	672	48	64	32
18	702	720	48	32	32
19	702	752	48	32	32
20	702	784	48	32	32
21	702	816	48	32	32
22	702	864	48	64	32
23	702	912	48	32	32
24	702	1024	48	128	32
25	702	944	48	32	32
26	702	1104	48	32	32
27	702	1136	48	32	32
28	702	1168	48	32	32
29	702	1200	48	32	32
30	702	1232	48	32	32
31	702	1264	48	32	32
32	702	1296	48	32	32
33	702	1328	48	32	32
34	702	1360	48	32	32
35	702	1424	48	32	32
36	702	1472	48	64	32
37	705	1391	112	32	96
38	601	188	97	31	63
39	602	455	96	31	63
40	602	702	98	31	63
41	603	969	98	31	63
