0	653	2112	210	64	16
1	653	2367	211	64	16
2	714	1680	30	32	32
3	714	1313	302	32	32
4	714	322	141	32	32
5	703	384	205	32	32
6	703	1728	79	32	32
7	702	1760	48	64	32
8	702	1888	48	64	32
9	702	2048	80	128	32
10	702	2240	80	128	32
11	702	2720	80	704	32
12	702	2944	208	256	32
13	702	2720	144	64	32
14	702	2768	272	32	32
15	702	2592	208	192	32
16	702	2272	208	64	32
17	702	1856	208	384	32
18	702	1056	272	1088	32
19	702	1552	144	224	32
20	702	1280	16	640	32
21	702	512	80	1024	32
22	702	304	112	32	32
23	702	416	176	64	32
24	702	480	208	64	32
25	705	1393	399	32	96
26	204	1982	148	31	31
27	204	2159	44	31	31
28	204	2278	148	31	31
29	712	2672	288	32	128
30	712	2512	288	32	128
31	208	2617	256	31	63
32	712	2384	128	32	64
33	712	2672	144	32	96
34	208	2605	130	31	63
35	208	2930	259	31	63
36	712	2832	240	32	32
37	712	2992	256	32	64
38	611	2247	157	15	31
39	616	2838	164	15	31
40	616	2454	166	15	31
41	616	2581	167	15	31
42	616	2461	299	15	31
43	616	2268	304	15	31
44	612	1822	334	15	31
45	616	1306	126	15	31
46	616	1171	128	15	31
47	616	1041	128	15	31
48	616	918	184	15	31
49	616	781	183	15	31
50	612	658	182	15	31
51	616	280	178	15	31
52	616	148	193	15	31
53	207	431	225	31	63
54	207	628	323	31	63
55	702	1472	112	256	32
56	715	1808	15	32	32
57	715	1841	14	32	32
58	715	1937	12	32	32
59	715	1970	11	32	32
60	715	2093	14	32	32
61	715	2129	11	32	32
62	715	2166	7	32	32
63	715	2203	8	32	32
64	715	2242	12	32	32
65	715	2280	12	32	32
66	715	2321	11	32	32
67	715	2359	15	32	32
68	715	2397	16	32	32
69	715	2436	15	32	32
