0	0	16	368	0	0	32	32
1	0	48	368	0	0	32	32
2	0	80	368	0	0	32	32
3	0	112	368	0	0	32	32
4	0	144	368	0	0	32	32
5	0	176	368	0	0	32	32
6	0	208	368	0	0	32	32
7	0	240	368	0	0	32	32
8	0	272	368	0	0	32	32
9	0	304	368	0	0	32	32
10	0	336	368	0	0	32	32
11	0	368	368	0	0	32	32
12	0	400	368	0	0	32	32
13	0	432	368	0	0	32	32
14	0	464	368	0	0	32	32
15	0	496	368	0	0	32	32
16	1	16	336	32	0	32	32
17	2	48	336	64	0	32	32
18	3	80	336	96	0	32	32
19	4	112	336	128	0	32	32
20	2	144	336	64	0	32	32
21	2	176	336	64	0	32	32
22	2	208	336	64	0	32	32
23	2	240	336	64	0	32	32
24	5	272	336	0	32	32	32
25	2	304	336	64	0	32	32
26	6	336	336	32	32	32	32
27	7	368	336	64	32	32	32
28	3	400	336	96	0	32	32
29	4	432	336	128	0	32	32
30	0	464	336	0	0	32	32
31	0	496	336	0	0	32	32
32	1	16	304	32	0	32	32
33	2	48	304	64	0	32	32
34	3	80	304	96	0	32	32
35	4	112	304	128	0	32	32
36	2	144	304	64	0	32	32
37	2	176	304	64	0	32	32
38	8	208	304	96	32	32	32
39	5	240	304	0	32	32	32
40	2	272	304	64	0	32	32
41	2	304	304	64	0	32	32
42	9	336	304	128	32	32	32
43	10	368	304	0	64	32	32
44	3	400	304	96	0	32	32
45	4	432	304	128	0	32	32
46	0	464	304	0	0	32	32
47	0	496	304	0	0	32	32
48	1	16	272	32	0	32	32
49	2	48	272	64	0	32	32
50	3	80	272	96	0	32	32
51	4	112	272	128	0	32	32
52	2	144	272	64	0	32	32
53	2	176	272	64	0	32	32
54	5	208	272	0	32	32	32
55	2	240	272	64	0	32	32
56	2	272	272	64	0	32	32
57	2	304	272	64	0	32	32
58	11	336	272	32	64	32	32
59	12	368	272	64	64	32	32
60	3	400	272	96	0	32	32
61	4	432	272	128	0	32	32
62	1	464	272	32	0	32	32
63	1	496	272	32	0	32	32
64	1	16	240	32	0	32	32
65	1	48	240	32	0	32	32
66	3	80	240	96	0	32	32
67	4	112	240	128	0	32	32
68	8	144	240	96	32	32	32
69	5	176	240	0	32	32	32
70	6	208	240	32	32	32	32
71	7	240	240	64	32	32	32
72	13	272	240	96	64	32	32
73	14	304	240	128	64	32	32
74	2	336	240	64	0	32	32
75	2	368	240	64	0	32	32
76	3	400	240	96	0	32	32
77	4	432	240	128	0	32	32
78	1	464	240	32	0	32	32
79	1	496	240	32	0	32	32
80	1	16	208	32	0	32	32
81	1	48	208	32	0	32	32
82	1	80	208	32	0	32	32
83	1	112	208	32	0	32	32
84	1	144	208	32	0	32	32
85	1	176	208	32	0	32	32
86	1	208	208	32	0	32	32
87	1	240	208	32	0	32	32
88	1	272	208	32	0	32	32
89	1	304	208	32	0	32	32
90	2	336	208	64	0	32	32
91	2	368	208	64	0	32	32
92	3	400	208	96	0	32	32
93	4	432	208	128	0	32	32
94	0	464	208	0	0	32	32
95	1	496	208	32	0	32	32
96	1	16	176	32	0	32	32
97	1	48	176	32	0	32	32
98	3	80	176	96	0	32	32
99	4	112	176	128	0	32	32
100	9	144	176	128	32	32	32
101	10	176	176	0	64	32	32
102	2	208	176	64	0	32	32
103	2	240	176	64	0	32	32
104	2	272	176	64	0	32	32
105	2	304	176	64	0	32	32
106	2	336	176	64	0	32	32
107	2	368	176	64	0	32	32
108	3	400	176	96	0	32	32
109	4	432	176	128	0	32	32
110	0	464	176	0	0	32	32
111	1	496	176	32	0	32	32
112	1	16	144	32	0	32	32
113	1	48	144	32	0	32	32
114	3	80	144	96	0	32	32
115	4	112	144	128	0	32	32
116	11	144	144	32	64	32	32
117	12	176	144	64	64	32	32
118	2	208	144	64	0	32	32
119	2	240	144	64	0	32	32
120	2	272	144	64	0	32	32
121	2	304	144	64	0	32	32
122	15	336	144	0	96	32	32
123	1	368	144	32	0	32	32
124	1	400	144	32	0	32	32
125	1	432	144	32	0	32	32
126	1	464	144	32	0	32	32
127	1	496	144	32	0	32	32
128	0	16	112	0	0	32	32
129	16	48	112	32	96	32	32
130	3	80	112	96	0	32	32
131	4	112	112	128	0	32	32
132	2	144	112	64	0	32	32
133	2	176	112	64	0	32	32
134	2	208	112	64	0	32	32
135	2	240	112	64	0	32	32
136	8	272	112	96	32	32	32
137	5	304	112	0	32	32	32
138	2	336	112	64	0	32	32
139	2	368	112	64	0	32	32
140	17	400	112	64	96	32	32
141	16	432	112	32	96	32	32
142	1	464	112	32	0	32	32
143	1	496	112	32	0	32	32
144	0	16	80	0	0	32	32
145	18	48	80	96	96	32	32
146	3	80	80	96	0	32	32
147	4	112	80	128	0	32	32
148	2	144	80	64	0	32	32
149	2	176	80	64	0	32	32
150	2	208	80	64	0	32	32
151	2	240	80	64	0	32	32
152	5	272	80	0	32	32	32
153	2	304	80	64	0	32	32
154	2	336	80	64	0	32	32
155	2	368	80	64	0	32	32
156	6	400	80	32	32	32	32
157	7	432	80	64	32	32	32
158	1	464	80	32	0	32	32
159	1	496	80	32	0	32	32
160	0	16	48	0	0	32	32
161	19	48	48	128	96	32	32
162	3	80	48	96	0	32	32
163	4	112	48	128	0	32	32
164	6	144	48	32	32	32	32
165	7	176	48	64	32	32	32
166	8	208	48	96	32	32	32
167	5	240	48	0	32	32	32
168	13	272	48	96	64	32	32
169	14	304	48	128	64	32	32
170	13	336	48	96	64	32	32
171	14	368	48	128	64	32	32
172	6	400	48	32	32	32	32
173	7	432	48	64	32	32	32
174	1	464	48	32	0	32	32
175	1	496	48	32	0	32	32
176	1	16	16	32	0	32	32
177	1	48	16	32	0	32	32
178	1	80	16	32	0	32	32
179	1	112	16	32	0	32	32
180	1	144	16	32	0	32	32
181	1	176	16	32	0	32	32
182	1	208	16	32	0	32	32
183	1	240	16	32	0	32	32
184	1	272	16	32	0	32	32
185	1	304	16	32	0	32	32
186	1	336	16	32	0	32	32
