0	0	8	152	0	0	32	32
1	1	24	152	32	0	32	32
2	2	40	152	64	0	32	32
3	3	56	152	96	0	32	32
4	4	72	152	128	0	32	32
5	5	88	152	160	0	32	32
6	6	104	152	192	0	32	32
7	7	120	152	224	0	32	32
8	8	136	152	256	0	32	32
9	9	152	152	288	0	32	32
10	10	168	152	320	0	32	32
11	11	184	152	352	0	32	32
12	12	200	152	384	0	32	32
13	13	216	152	416	0	32	32
14	13	232	152	416	0	32	32
15	13	248	152	416	0	32	32
16	14	264	152	448	0	32	32
17	15	280	152	480	0	32	32
18	16	296	152	512	0	32	32
19	17	312	152	544	0	32	32
20	18	328	152	576	0	32	32
21	19	344	152	608	0	32	32
22	20	360	152	640	0	32	32
23	21	376	152	672	0	32	32
24	22	392	152	0	32	32	32
25	23	408	152	32	32	32	32
26	24	424	152	64	32	32	32
27	25	440	152	96	32	32	32
28	26	456	152	128	32	32	32
29	13	472	152	416	0	32	32
30	13	488	152	416	0	32	32
31	13	504	152	416	0	32	32
32	13	520	152	416	0	32	32
33	13	536	152	416	0	32	32
34	13	552	152	416	0	32	32
35	13	568	152	416	0	32	32
36	13	584	152	416	0	32	32
37	13	600	152	416	0	32	32
38	13	616	152	416	0	32	32
39	13	632	152	416	0	32	32
40	27	648	152	160	32	32	32
41	28	664	152	192	32	32	32
42	29	680	152	224	32	32	32
43	30	696	152	256	32	32	32
44	31	712	152	288	32	32	32
45	32	728	152	320	32	32	32
46	33	744	152	352	32	32	32
47	34	8	136	384	32	32	32
48	35	24	136	416	32	32	32
49	36	40	136	448	32	32	32
50	37	56	136	480	32	32	32
51	38	72	136	512	32	32	32
52	39	88	136	544	32	32	32
53	40	104	136	576	32	32	32
54	41	120	136	608	32	32	32
55	42	136	136	640	32	32	32
56	43	152	136	672	32	32	32
57	44	168	136	0	64	32	32
58	45	184	136	32	64	32	32
59	46	200	136	64	64	32	32
60	47	216	136	96	64	32	32
61	48	232	136	128	64	32	32
62	49	248	136	160	64	32	32
63	50	264	136	192	64	32	32
64	51	280	136	224	64	32	32
65	52	296	136	256	64	32	32
66	53	312	136	288	64	32	32
67	54	328	136	320	64	32	32
68	55	344	136	352	64	32	32
69	56	360	136	384	64	32	32
70	57	376	136	416	64	32	32
71	58	392	136	448	64	32	32
72	59	408	136	480	64	32	32
73	60	424	136	512	64	32	32
74	61	440	136	544	64	32	32
75	62	456	136	576	64	32	32
76	63	472	136	608	64	32	32
77	64	488	136	640	64	32	32
78	65	504	136	672	64	32	32
79	64	520	136	640	64	32	32
80	66	536	136	0	96	32	32
81	64	552	136	640	64	32	32
82	67	568	136	32	96	32	32
83	68	584	136	64	96	32	32
84	69	600	136	96	96	32	32
85	68	616	136	64	96	32	32
86	70	632	136	128	96	32	32
87	71	648	136	160	96	32	32
88	72	664	136	192	96	32	32
89	73	680	136	224	96	32	32
